Date,Average Open Price (USD),Average High Price (USD),Average Low Price (USD),Average Close Price (USD)
2014-01-07,906.3868666666667,921.2525766666668,795.3333333333334,795.3333333333334
2014-01-08,792.0,862.5600366666666,774.6666666666666,825.65679
2014-01-09,827.7417833333334,856.0,794.0425466666666,838.8764466666667
2014-01-10,832.8228666666668,851.1629200000001,816.4628666666667,848.2295866666667
2014-01-11,869.61,909.42947,867.22518,897.77075
2014-01-12,895.6537133333333,899.3132966666667,849.18667,864.0500000000001
2014-01-13,845.9837733333334,853.7773966666667,805.5031666666667,825.4665
2014-01-14,828.9444666666667,849.2342,806.7059666666668,824.6149666666666
2014-01-15,827.5124999999999,852.1509666666667,822.3081666666667,843.6240466666667
2014-01-16,847.0675,853.6875,818.8087333333333,821.7902566666667
2014-01-17,819.5088000000001,825.5851899999999,780.6666666666666,796.7333333333332
2014-01-18,806.6251266666667,825.42053,800.91358,809.8366666666667
2014-01-19,816.1700000000001,840.3233333333334,808.2507333333333,835.69
2014-01-20,838.8200800000001,843.6707333333334,813.4427999999999,831.0454633333334
2014-01-21,825.34,835.0711299999999,809.4378333333333,821.2999999999998
2014-01-22,820.2933333333334,822.1738133333333,809.6666666666666,819.0299966666666
2014-01-23,820.1999999999999,824.7229966666667,808.7926000000001,819.6994566666666
2014-01-24,813.9463233333332,815.7414233333334,774.3994333333334,788.2952833333334
2014-01-25,792.9501533333332,819.0,785.9705933333333,809.6066666666666
2014-01-26,809.6638333333334,832.6385999999999,779.6700000000001,817.0405300000001
2014-01-27,817.4378733333333,824.6475333333333,754.0,764.0785
2014-01-28,770.2433333333333,818.3218,761.6700000000001,799.6633333333333
2014-01-29,796.8314999999999,810.3919033333333,786.8525666666666,796.4033333333333
2014-01-30,797.0110666666666,810.5396833333334,781.0267,803.9792333333334
2014-01-31,803.2210333333333,808.6363299999999,794.6,805.0634566666668
2014-02-01,804.0775466666668,825.6766000000001,802.64417,817.6266
2014-02-02,821.11,830.105,812.547155,814.9271550000001
2014-02-03,812.1937366666666,816.3052000000001,801.93927,812.7599999999999
2014-02-04,808.5952666666667,815.3315333333334,801.5596666666667,806.13
2014-02-05,803.8000000000001,811.2997799999999,789.4666666666667,791.9433333333333
2014-02-06,791.8366666666667,799.9090433333334,762.5362799999999,767.7173466666667
2014-02-07,763.1583666666667,765.5690000000001,654.1167966666667,713.0440199999999
2014-02-08,705.4737266666666,723.1495333333334,677.34,689.9308500000001
2014-02-09,691.8190833333334,743.8399333333333,684.55096,695.4566666666666
2014-02-10,698.27871,733.3333333333334,574.0,694.7772
2014-02-11,705.8466666666667,733.8882,648.0869333333334,682.8444366666668
2014-02-12,692.6862666666666,695.4162666666666,644.2963366666667,669.2186333333333
2014-02-13,664.3251,670.6451000000001,609.0565,620.7704733333334
2014-02-14,620.1582766666667,715.6333333333333,563.2133333333333,673.77988
2014-02-15,663.42438,670.5467600000001,641.9189633333334,656.1655666666667
2014-02-16,657.2125466666666,662.94162,599.3366666666667,617.91037
2014-02-17,627.7540166666666,669.2994433333333,609.8918133333333,645.2038666666666
2014-02-18,644.4522833333333,654.1691266666667,618.33,630.7400333333334
2014-02-19,632.2698,637.9952,615.96889,627.8605966666668
2014-02-20,629.25038,635.1208,565.6200400000001,567.2942066666668
2014-02-21,564.7752399999999,592.5178366666667,542.0812233333332,573.8747999999999
2014-02-22,583.2739666666666,614.5166666666668,564.4791233333334,605.3800266666667
2014-02-23,606.2063466666667,640.1107533333333,599.4741599999999,615.3233333333334
2014-02-24,606.04687,614.3902633333333,539.0289266666666,556.6402333333334
2014-02-25,551.6244133333333,560.2977966666666,425.0,528.5327699999999
2014-02-26,541.3016366666667,618.1567333333334,538.2995366666667,584.83711
2014-02-27,592.2599133333333,607.4744000000001,572.48,586.1620966666667
2014-02-28,583.0883466666668,593.5635000000001,551.9619,563.6103966666666
2014-03-01,562.2666666666667,584.2577,548.3333333333334,570.2297333333333
2014-03-02,571.12,580.8534666666667,561.8044633333334,568.2866666666667
2014-03-03,573.5377733333333,698.3333333333334,571.8332399999999,667.5445
2014-03-04,669.1368666666667,699.0799999999999,649.2460833333333,673.8666666666667
2014-03-05,670.6233333333333,681.9795033333334,656.6366666666667,675.3266666666667
2014-03-06,670.8181666666667,681.2366666666667,655.6999999999999,666.4247100000001
2014-03-07,667.5509666666667,671.1543333333333,618.72682,629.9968266666666
2014-03-08,634.2347633333334,642.9265099999999,609.2499666666666,623.3814333333333
2014-03-09,624.3002,644.0,617.1511633333333,636.3116333333334
2014-03-10,633.7966666666667,650.6966666666667,617.2800000000001,628.8218999999999
2014-03-11,629.9847433333333,641.7914099999999,595.89,629.3666666666667
2014-03-12,631.6216833333333,655.65,598.025,639.08698
2014-03-13,637.6297,651.0436699999999,628.5033666666667,645.4658599999999
2014-03-14,642.4491933333333,646.2946166666667,601.7633333333333,630.5531833333333
2014-03-15,633.0433333333334,642.5066666666667,626.8343766666667,641.6266666666667
2014-03-16,641.2423,643.83,634.3433333333334,640.65
2014-03-17,637.04383,637.2771633333333,619.8203366666667,627.72376
2014-03-18,624.6833333333334,627.3496666666666,604.01,616.7176933333334
2014-03-19,619.58,626.8443333333333,609.4433333333334,614.0873333333334
2014-03-20,613.6988633333334,625.17596,584.0466666666666,587.1533333333333
2014-03-21,585.5333333333333,609.5088466666666,568.2666666666667,576.2666666666667
2014-03-22,573.33,576.9499999999999,548.35,565.8697266666667
2014-03-23,570.3263233333333,578.5933333333334,563.0993466666667,565.24507
2014-03-24,564.2733333333333,591.7129033333333,551.16818,587.1300833333333
2014-03-25,585.4933333333333,588.42991,575.6533333333333,583.26
2014-03-26,580.9399999999999,609.3804966666667,571.3333333333334,587.1917
2014-03-27,582.9933333333333,590.0645933333334,488.2133333333333,495.4396
2014-03-28,502.57139333333333,536.6666666666666,486.09999999999997,505.3103566666667
2014-03-29,506.51997,511.0,494.31666666666666,499.6333333333334
2014-03-30,497.0584966666667,497.06183000000004,437.4745833333333,462.19200333333333
2014-03-31,469.12095,500.56666666666666,441.49333333333334,456.40530999999993
2014-04-01,460.1566133333333,499.73703666666665,456.2266666666667,483.6033333333333
2014-04-02,482.3866666666667,494.21226666666666,436.47166666666664,441.98499999999996
2014-04-03,439.84,463.5833333333333,421.52140333333335,453.8866666666666
2014-04-04,448.8634466666667,489.21000000000004,434.98,453.67716
2014-04-05,452.1281833333333,464.48333333333335,444.66984333333335,464.48333333333335
2014-04-06,465.3126666666667,465.91277999999994,451.2966666666666,457.25942333333336
2014-04-07,461.8904166666667,467.71016333333336,447.0,454.4631533333333
2014-04-08,455.80806666666666,461.2914,448.33,453.73156333333327
2014-04-09,455.91795666666667,458.12010333333336,442.6933333333333,445.72951000000006
2014-04-10,443.98,444.2366666666667,365.23557666666665,368.30116666666663
2014-04-11,362.06809,480.99109,339.5160133333333,423.42
2014-04-12,423.92,439.8333333333333,418.24333666666666,428.8066666666667
2014-04-13,422.97000333333335,429.57666333333333,402.8183033333334,416.7699666666667
2014-04-14,410.2594266666667,473.0217566666667,407.49609333333336,456.1857866666667
2014-04-15,462.04328000000004,539.1397566666666,452.3395933333333,523.7046266666666
2014-04-16,520.97103,538.4526466666666,494.52526000000006,525.2600566666666
2014-04-17,524.11339,528.8028733333333,489.38678666666664,501.54929666666663
2014-04-18,501.36073000000005,508.78000000000003,476.9201166666667,486.34122666666667
2014-04-19,485.2879666666667,514.2374166666667,479.1599033333334,504.43018
2014-04-20,507.13015,512.9933333333333,501.0,505.7280733333334
2014-04-21,505.69,514.1034133333334,490.25666666666666,496.7189433333333
2014-04-22,499.60558666666674,505.4633333333333,485.9407966666667,489.24147666666664
2014-04-23,492.57081,495.93153666666666,484.5366666666667,492.60899666666666
2014-04-24,490.98,501.9937733333333,483.33333666666664,501.06044
2014-04-25,497.30541,498.3487433333333,444.42333,465.98345666666665
2014-04-26,466.95667,471.19518999999997,453.8933333333334,460.56724
2014-04-27,460.9672333333333,462.0505666666666,435.4666666666667,435.48333333333335
2014-04-28,433.0,451.75140000000005,428.69513333333333,444.99821999999995
2014-04-29,441.0748866666667,453.03109333333333,433.0709,442.55989
2014-04-30,448.02818666666667,452.27146,438.2700933333333,448.4877266666667
2014-05-01,449.27,464.43255666666664,448.9166666666667,459.76489666666663
2014-05-02,458.6868133333333,459.56681333333336,446.00136999999995,454.3879366666667
2014-05-03,451.42633333333333,452.85912333333334,432.0118333333333,440.1917133333333
2014-05-04,438.4135533333333,442.95467,430.52879666666666,436.9699966666667
2014-05-05,436.2946833333333,441.6266633333333,426.8933333333334,429.73
2014-05-06,429.1233333333334,435.06324666666666,420.74333333333334,429.95984
2014-05-07,430.28983666666664,451.15474,427.72424666666666,439.96205000000003
2014-05-08,442.5770733333334,449.6932533333333,439.64300000000003,442.91724666666664
2014-05-09,440.4696666666667,456.10404666666665,439.66966666666667,449.66501
2014-05-10,451.80167666666665,456.49666666666667,448.32890000000003,453.8260133333333
2014-05-11,452.6051466666666,452.7718133333333,431.00935000000004,437.83223
2014-05-12,436.44919333333337,443.33057,432.2576633333333,441.1059533333334
2014-05-13,442.0799666666667,442.16996666666665,433.57999666666666,439.0496666666666
2014-05-14,439.0496666666666,446.49333333333334,437.0463333333334,445.17333333333335
2014-05-15,441.65334,448.08567999999997,440.97000333333335,445.8590133333334
2014-05-16,445.1233333333333,449.7474533333334,444.5333333333333,447.80745333333334
2014-05-17,447.02999666666665,449.4374533333333,442.1933366666667,448.28745333333336
2014-05-18,445.10666999999995,447.99335,442.1166666666666,443.74
2014-05-19,440.83000000000004,445.0,432.595,443.655
2014-05-20,446.1116666666667,492.94665333333336,445.71166666666664,486.12583666666666
2014-05-21,487.59,492.25647000000004,484.58194333333336,488.80151333333333
2014-05-22,488.4348466666667,522.3333333333334,487.7248466666667,520.7633333333333
2014-05-23,522.33,541.6480766666666,511.55384,518.26283
2014-05-24,514.7035,521.35333,510.2019566666666,520.2466633333333
2014-05-25,522.0899966666667,582.4466666666667,521.6399966666667,571.36661
2014-05-26,571.12968,587.5628233333333,564.1522233333334,580.02663
2014-05-27,580.2233,589.8869933333334,548.90664,572.7451233333333
2014-05-28,573.0884466666666,583.82,564.0252966666667,577.8341066666667
2014-05-29,575.6405699999999,577.79057,564.2771833333333,571.9506
2014-05-30,577.6206033333333,629.00178,574.9033533333333,622.0267333333333
2014-05-31,617.9043,631.0451666666667,611.1632866666666,630.8118333333333
2014-06-01,630.9333333333333,681.3275433333333,621.7740566666666,635.48582
2014-06-02,637.2663633333333,675.2130633333333,619.58739,663.5733333333334
2014-06-03,666.1229433333334,684.2629933333334,655.6243633333333,674.81646
2014-06-04,671.8822333333334,673.4522333333334,595.62,647.7855800000001
2014-06-05,647.6189133333334,669.7933166666667,646.71224,660.58
2014-06-06,659.8233333333334,662.71,651.7375533333333,651.8542233333333
2014-06-07,649.7369333333332,659.9766666666667,639.7700266666667,659.9766666666667
2014-06-08,657.3484433333333,663.0366666666666,652.567,658.9292433333334
2014-06-09,658.81508,659.44531,643.1436966666666,648.6660033333333
2014-06-10,648.7460033333333,659.3750766666666,644.2960033333334,649.6932866666667
2014-06-11,651.9108033333333,653.1908033333333,623.3648433333333,625.1981766666667
2014-06-12,630.0514033333333,635.84075,557.0300033333334,576.7483533333334
2014-06-13,579.7699966666665,614.9586666666668,568.5060633333334,588.0912866666667
2014-06-14,586.6208566666667,592.67,542.22399,562.0436666666667
2014-06-15,568.28594,586.72059,545.2319666666667,584.9772566666667
2014-06-16,587.4446633333333,607.97059,578.72844,588.0156666666666
2014-06-17,587.66234,611.1441866666668,581.09,609.9013333333334
2014-06-18,610.3946666666667,620.6933333333333,602.3666666666667,608.1297066666667
2014-06-19,606.4666666666667,616.9279833333334,594.7916666666666,597.1102066666667
2014-06-20,595.02401,601.4913333333333,583.3393333333333,594.3076933333333
2014-06-21,592.4136133333334,598.3682633333333,584.4343333333333,594.4958
2014-06-22,593.6926666666667,609.1280466666667,592.5226666666667,601.4595499999999
2014-06-23,600.1190033333334,600.3423366666666,585.7938433333334,590.63051
2014-06-24,591.4306666666668,593.1159799999999,577.7431166666667,582.0179066666667
2014-06-25,578.0,579.9000033333333,559.984,564.2983333333333
2014-06-26,567.44767,580.7072666666667,565.8810033333333,577.9401499999999
2014-06-27,582.7796033333334,602.0599966666666,577.1166666666667,601.2875533333334
2014-06-28,599.7673566666666,606.3539999999999,593.2909366666667,593.2909366666667
2014-06-29,596.8511766666667,603.6906666666667,593.4412833333333,597.76795
2014-06-30,597.7046666666666,646.0302933333334,596.2546666666667,639.3733333333333
2014-07-01,644.9666666666667,659.5710633333333,638.688,643.0066666666667
2014-07-02,642.2766666666666,657.5101533333333,639.0,648.3265766666667
2014-07-03,648.1509266666667,653.2905366666666,639.4665,645.7111166666667
2014-07-04,648.6611166666667,651.0899966666667,622.4683366666667,632.1641766666667
2014-07-05,630.6923333333333,634.5256666666667,623.7433333333333,629.66244
2014-07-06,631.6666666666666,638.4326599999999,627.48267,630.9726700000001
2014-07-07,630.66467,636.6576666666666,614.2137366666667,624.0261966666667
2014-07-08,622.03347,626.3648400000001,614.23065,619.83901
2014-07-09,620.0101466666666,626.49212,616.7701466666667,623.3687866666667
2014-07-10,624.1894466666666,625.3461133333333,610.2909966666667,613.7809966666666
2014-07-11,614.9566666666666,629.9853666666667,612.72781,629.9853666666667
2014-07-12,630.5685466666666,637.3171933333334,627.76248,634.4938599999999
2014-07-13,631.9666666666667,639.4066666666666,624.2959500000001,627.12695
2014-07-14,627.51667,629.55682,616.9944066666667,623.2678099999999
2014-07-15,620.8356600000001,623.42566,618.0056599999999,621.26566
2014-07-16,620.9756566666666,627.6142533333333,612.3164733333333,621.04133
2014-07-17,621.538,630.04999,613.11582,624.92663
2014-07-18,625.7566633333333,629.8066633333334,616.7935133333334,628.6863333333333
2014-07-19,629.5866633333334,629.9233333333333,623.9999966666667,627.96
2014-07-20,627.7496633333334,627.7496633333334,618.6666666666666,621.6366666666667
2014-07-21,625.91625,626.50625,616.5895833333333,624.0962499999999
2014-07-22,620.4393966666667,622.5593966666667,614.1627266666666,616.5127266666667
2014-07-23,618.6433333333333,621.86,611.83,618.94382
2014-07-24,616.7633333333333,620.76026,592.7281766666666,602.5354866666667
2014-07-25,601.6300033333333,612.7342266666666,593.9235,599.0040566666667
2014-07-26,599.3681033333332,603.3050933333334,591.317,596.7433333333333
2014-07-27,596.84,599.2766666666666,592.9966666666667,593.6
2014-07-28,590.4703366666668,594.66333,572.0262133333333,588.2704133333333
2014-07-29,585.4566666666666,591.7748933333334,573.1003666666667,581.38634
2014-07-30,579.5806066666667,583.6034766666667,557.9570699999999,560.5304033333333
2014-07-31,563.6560233333333,589.3164,559.0093866666667,583.7489333333333
2014-08-01,583.8789966666667,605.2204866666667,422.1812466666667,596.5066666666667
2014-08-02,595.85,597.8602433333334,586.3722333333334,589.2755666666667
2014-08-03,589.4204366666667,589.88712,578.4687633333334,583.2754299999999
2014-08-04,583.8098366666667,593.2519333333333,580.7465033333333,588.6184400000001
2014-08-05,585.0081100000001,590.34135,577.14673,578.5700633333333
2014-08-06,578.5,585.03,575.35,579.3299999999999
2014-08-07,580.9792233333334,589.41667,577.9162133333333,582.8911800000001
2014-08-08,586.1703066666666,590.8766666666667,583.6163533333332,588.1433333333333
2014-08-09,585.3196933333334,588.42,581.5450099999999,587.09
2014-08-10,587.2266666666667,592.9218266666666,583.0805433333334,584.7338766666667
2014-08-11,587.7678866666666,589.8348199999999,572.0886433333334,573.0819766666667
2014-08-12,572.4386433333333,575.0459033333333,563.9633366666667,570.8959033333334
2014-08-13,569.5536766666667,570.4636766666666,528.90206,544.2968533333333
2014-08-14,544.61667,551.5647,500.3333333333333,513.91624
2014-08-15,516.7466666666667,525.5966666666667,490.84666666666664,512.1599966666666
2014-08-16,502.08666666666676,529.1433333333333,491.49666666666667,517.5533333333333
2014-08-17,520.9533333333334,530.60154,491.84,499.3933333333334
2014-08-18,500.7233366666667,507.22333333333336,453.1233333333333,469.47333333333336
2014-08-19,474.91266333333334,497.49333333333334,461.1033333333333,485.43333666666666
2014-08-20,493.01666666666665,527.3333333333334,471.58033333333333,521.1233333333333
2014-08-21,520.67,531.0433333333334,506.65880666666664,513.3833333333333
2014-08-22,522.5416866666666,526.4883533333333,494.7418566666667,520.05795
2014-08-23,518.3681233333333,518.7414566666666,489.4081933333334,507.38332999999994
2014-08-24,507.50999666666667,517.8699966666667,506.63332999999994,513.34333
2014-08-25,504.7166666666667,514.7799933333334,495.03014,507.47914
2014-08-26,505.37,515.325,503.87,510.30499999999995
2014-08-27,517.3980700000001,521.9814033333333,515.2811933333334,515.9045266666667
2014-08-28,506.3309166666666,507.7975833333333,502.5375833333333,502.94425
2014-08-29,512.57911,516.6418366666667,509.67911000000004,513.8984766666666
2014-08-30,503.8065766666667,513.6833266666666,497.4632433333333,508.03867666666673
2014-08-31,499.9404966666666,506.2409866666667,482.0333333333333,490.79765333333336
2014-09-01,485.45666666666665,489.8333333333333,480.36999999999995,483.46000000000004
2014-09-02,494.08646333333337,498.40313,490.06313,492.01979666666665
2014-09-03,476.5,478.42,472.175,474.46500000000003
2014-09-04,474.52052,488.76216999999997,473.1036033333333,483.8788366666667
2014-09-05,488.34000000000003,489.28499999999997,475.30999999999995,477.62
2014-09-06,494.6033333333333,498.25666666666666,493.84,495.28999999999996
2014-09-07,487.04333333333335,488.8733333333333,478.22667,478.38667000000004
2014-09-08,492.95666666666665,493.75666666666666,461.15714333333335,475.84237
2014-09-09,468.09138333333334,475.6166666666666,462.50471666666664,473.62000000000006
2014-09-10,474.11666999999994,484.66667,473.8733366666667,476.3000033333333
2014-09-11,477.47304333333335,478.58337666666665,470.0333333333333,475.99666666666667
2014-09-12,476.555,477.925,464.875,473.21500000000003
2014-09-13,473.0166633333333,478.55,470.99666333333334,476.95
2014-09-14,481.7166666666667,483.56,479.2966666666666,480.66
2014-09-15,475.6533366666667,477.80333666666667,467.55593666666664,468.12593666666663
2014-09-16,478.75310999999994,492.26662333333326,463.7833333333333,464.0500033333333
2014-09-17,464.7333366666667,466.52333666666664,446.30667,451.28666999999996
2014-09-18,455.2299966666667,472.0471566666667,406.65333333333336,451.7871566666667
2014-09-19,417.8066666666667,419.12999999999994,381.53207,389.02207
2014-09-20,419.6686666666667,441.682,389.18333666666666,401.7833366666666
2014-09-21,423.42,425.34999999999997,389.7333366666667,395.08333666666664
2014-09-22,408.6226133333333,413.52,361.75333333333333,400.85633666666666
2014-09-23,407.87999999999994,448.72333000000003,403.0100033333333,429.3700033333334
2014-09-24,429.18333666666666,440.32,413.2554566666667,425.74726000000004
2014-09-25,419.05333666666667,419.8333333333333,400.3333333333333,404.95
2014-09-26,410.615,414.5695,396.765,403.27
2014-09-27,402.75,406.995,395.845,399.51
2014-09-28,414.6504466666667,417.80598333333336,375.4919466666666,380.02
2014-09-29,382.0332733333333,387.67660666666666,367.48848333333336,371.5816366666666
2014-09-30,372.8189,394.36552333333333,371.30223333333333,386.08333666666664
2014-10-01,388.85999999999996,390.9166666666667,381.34999999999997,385.9533333333334
2014-10-02,382.6600166666667,383.77335,370.79667,372.1766733333334
2014-10-03,379.10780666666665,381.05666333333335,355.0333333333333,357.1433333333334
2014-10-04,359.43999,366.48296666666664,322.18395333333336,325.66062
2014-10-05,323.00049333333334,336.86333333333334,277.81521333333336,325.3233333333333
2014-10-06,321.0200033333333,347.44171,299.68,334.09171
2014-10-07,324.71373,337.75200666666666,314.40373,335.82534000000004
2014-10-08,338.6064966666667,360.0,333.62316333333337,358.59
2014-10-09,346.7628266666666,390.412,343.38392999999996,365.88334000000003
2014-10-10,364.90333000000004,378.02333,353.04389999999995,358.6639
2014-10-11,366.17652333333336,371.01999666666666,353.84172000000007,360.14958
2014-10-12,361.4106733333333,379.52333333333337,353.94471,376.7033333333334
2014-10-13,371.89797333333337,398.6766666666667,367.1534033333333,391.98333333333335
2014-10-14,393.6466666666667,414.25999333333334,390.5627433333334,404.1918166666666
2014-10-15,396.5911066666667,400.8430433333333,383.55904000000004,396.0963766666667
2014-10-16,395.96917333333334,397.4625066666667,372.30001,384.12788333333333
2014-10-17,383.5758666666666,385.8558666666667,373.2002233333333,381.6368333333333
2014-10-18,377.7712433333333,394.94397666666663,375.01457666666664,392.1239766666666
2014-10-19,388.445,391.675,384.64,386.89
2014-10-20,388.74392000000006,389.54725333333334,380.68391999999994,384.4772533333333
2014-10-21,384.10174333333333,390.96037,376.06667,386.7441366666667
2014-10-22,386.74037000000004,389.27411333333333,377.0361433333333,383.56844
2014-10-23,378.5933333333333,379.84999999999997,356.7966666666666,360.59985000000006
2014-10-24,360.43188000000004,365.78024,349.44666666666666,362.7860633333333
2014-10-25,359.5100033333333,359.8833366666667,346.1666666666667,351.87057333333337
2014-10-26,351.81666666666666,367.99634999999995,349.51,355.89000000000004
2014-10-27,358.15803999999997,360.60137333333336,353.3333333333333,354.98333333333335
2014-10-28,351.40008000000006,359.28173666666663,350.37008,358.39507
2014-10-29,352.6433366666667,352.75667,333.8466233333333,334.65521666666666
2014-10-30,335.3105566666667,351.1566666666667,333.6766666666667,345.3369466666666
2014-10-31,345.1133333333333,347.4533333333333,338.78666666666663,340.98
2014-11-01,338.5806966666667,339.35115333333334,319.43667,323.9600033333333
2014-11-02,323.8500033333333,327.86614333333335,319.83666999999997,323.59986333333336
2014-11-03,324.56280999999996,331.5594766666666,323.66333333333336,324.68666666666667
2014-11-04,325.00333333333333,331.0233333333333,322.25,327.37333333333333
2014-11-05,330.23556666666667,344.45822333333336,326.00155666666666,334.7115566666667
2014-11-06,341.7716333333333,350.65163333333334,339.92333333333335,348.83
2014-11-07,343.83,350.05,338.1566666666667,343.5795633333334
2014-11-08,341.74535666666674,347.5789366666666,337.08745,346.79227
2014-11-09,345.8502166666667,358.7833333333333,341.5269733333333,358.25666666666666
2014-11-10,358.46638333333334,373.42333333333335,354.1163833333333,363.1333333333334
2014-11-11,366.65333333333336,370.45394000000005,360.70584333333335,369.78222999999997
2014-11-12,376.1427066666667,432.08996,374.9466666666667,422.6606733333333
2014-11-13,426.08736,449.64000000000004,383.0333333333333,418.45000333333337
2014-11-14,414.2833333333333,417.56365000000005,387.65000000000003,398.0156666666667
2014-11-15,395.41284333333334,399.76474333333334,372.9806266666667,377.83
2014-11-16,384.17666333333335,393.96333000000004,378.26899000000003,386.0233333333333
2014-11-17,391.24966666666666,412.08751,375.6675333333333,391.75
2014-11-18,389.1166666666666,393.50333333333333,370.46378000000004,373.30148333333335
2014-11-19,380.30584,386.99584,373.0519133333333,382.72933000000006
2014-11-20,383.16598999999997,384.13599000000005,353.17303666666675,355.5773133333334
2014-11-21,353.45840666666663,358.17333333333335,343.6033166666667,353.51
